system:index,NDVI_count,NDVI_max,NDVI_mean,NDVI_median,NDVI_min,NDVI_stdDev,image_count,month,year,.geo
165,71346,0.7402000000000001,0.43064775524420007,0.4315536901528691,-0.1291,0.08721928170921435,1,10.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,71346,0.65225,0.29953305838415295,0.29492327291584053,-0.029550000000000003,0.06579710121187594,2,11.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,71346,0.7894000000000001,0.41189147417061106,0.40036618525252166,-0.006000000000000002,0.10983066493805387,2,12.0,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,71346,0.83975,0.637095488016541,0.6621227333329524,-0.0802,0.10990387104562538,2,1.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,71346,0.8711,0.7008964457668084,0.7323913658609456,0.0112,0.11603361225250892,2,2.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,71346,0.7619,0.5636479734992784,0.5839501967828611,-0.14730000000000001,0.09606758135850349,2,3.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,71346,0.6372,0.26895292632984125,0.25977368670498924,-0.004349999999999998,0.04971986579225761,2,4.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,71346,0.66065,0.26786746008466883,0.2519685388980353,0.05065,0.07431548663729236,2,5.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,71346,0.67445,0.30818413925244476,0.3026853402970224,0.0731,0.077410198978703,2,6.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,71346,0.84145,0.41940911253152846,0.41990303961625963,-0.06425,0.10175712304668498,2,7.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
175,71346,0.8123500000000001,0.6362346508530086,0.6542774238144019,0.027350000000000003,0.08290331181700118,2,8.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,71346,0.79915,0.5162073493523985,0.5175524619709246,0.0819,0.10880385133928358,2,9.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,71346,0.7543000000000001,0.3849795667718927,0.3769506163491819,0.048600000000000004,0.08821016649758201,1,10.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,71346,0.7339,0.30990971389116667,0.2987944678853092,-0.01475,0.07229535139794237,2,11.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,71346,0.8075000000000001,0.45456950541521146,0.44729607386716275,-0.0026499999999999996,0.11643452562293531,2,12.0,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,71346,0.88495,0.6200867677407562,0.6465625711462523,0.01985,0.12505374691791243,2,1.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,71346,0.83535,0.6310484952305825,0.6542680286034674,-0.0018500000000000044,0.11273506736424549,2,2.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,71346,0.71095,0.45242669839669364,0.4668068033857202,0.08405000000000001,0.08996301587079254,2,3.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,71346,0.5532,0.2449860460957927,0.2363189145110564,0.0376,0.04802153768999677,2,4.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,71346,0.59965,0.29330379310979804,0.2870928240403139,0.07690000000000001,0.07159431812486469,2,5.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
185,71346,0.7276,0.361287085776838,0.36126549382182993,0.013550000000000001,0.08442467577570181,2,6.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,71346,0.84005,0.4601593807957141,0.4667480247998798,-3.499999999999996E-4,0.10567618474467923,2,7.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,71346,0.89875,0.6376564661343853,0.658218573724796,-0.013850000000000001,0.11082636298249646,2,8.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,71346,0.8029,0.5270744148928338,0.5292853951052338,0.052,0.09901586904834389,2,9.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,71346,0.6879500000000001,0.3554495969632267,0.3535263695629317,-0.037450000000000004,0.07166219758574158,2,10.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,71346,0.7298,0.33442535561058284,0.3261499087329566,-0.0363,0.09093345852804645,1,11.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,71346,0.8240000000000001,0.4837279151148432,0.474620279403054,-0.034600000000000006,0.11462456040415533,2,12.0,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,71346,0.9137500000000001,0.6718901525111948,0.6973073158791576,-0.0305,0.11450145732442138,2,1.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,71346,0.89015,0.6922349477121639,0.7168293619320282,0.12075,0.119215644551521,2,2.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,71346,0.72315,0.4747835634597204,0.49022598977467446,0.03905,0.09586125120694053,2,3.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,71346,0.58635,0.25558896336656334,0.244110392118278,0.07365,0.049990740857828925,2,4.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,71346,0.6614500000000001,0.29982869045562843,0.29104714719659286,0.07225000000000001,0.08120336300735059,2,5.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,71346,0.76465,0.35485925183644074,0.35356464282266065,-0.03735,0.08418586319967471,2,6.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,71346,0.8375,0.42197537666191376,0.4199107971406294,-0.08785000000000001,0.09650781467857539,2,7.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,71346,0.8938,0.6437186027031518,0.6660790212196481,0.022449999999999998,0.10185044656887794,2,8.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,71346,0.8180499999999999,0.5191078731433594,0.5253985880236316,0.0013000000000000025,0.0956497023333135,2,9.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,71346,0.6803,0.3211364277212258,0.31443944402660007,-0.10790000000000001,0.0650136572838349,1,10.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,71346,0.62975,0.3060793166119041,0.30270836578748384,-4.000000000000002E-4,0.06006327512999653,2,11.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,71346,0.8432999999999999,0.5186022274553599,0.517536775782039,-0.11530000000000001,0.11536435217774876,2,12.0,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,71346,0.87665,0.6681199839721899,0.6972713085982722,-0.0227,0.11848065167530578,2,1.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,71346,0.8808,0.6784985675245851,0.7011832231637938,0.08025,0.11684806068175173,2,2.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,71346,0.7732000000000001,0.49302083251399687,0.5019974398121183,0.11135,0.10476561749471636,2,3.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,71346,0.52485,0.2523558560477713,0.24508357175634696,0.09345,0.043527495077410897,2,4.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,71346,0.59325,0.273292399597343,0.25979903434441826,0.0781,0.06639978223442472,2,5.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,71346,0.62485,0.2739146468732626,0.2675526284526609,0.0296,0.06418728894715683,2,6.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,71346,0.80945,0.34678302680576867,0.3417899197520406,-0.014399999999999996,0.09054076928970504,2,7.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,71346,0.9199,0.6115183185730353,0.6191156058706271,0.024100000000000003,0.11096805950877382,2,8.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,71346,0.7959,0.5790136987597797,0.5957333212078295,-0.02065,0.09729880854949478,2,9.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,71346,0.6972,0.3818037515792719,0.3769130626467304,-0.1983,0.07476705731353096,1,10.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,71346,0.6965,0.3364343344188795,0.32615077638050943,-0.09945,0.0722349641230751,2,11.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,71346,0.8465,0.4979300625427906,0.49800279459325014,-0.05370000000000001,0.11432207936958076,2,12.0,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,71346,0.8959,0.6545782312168678,0.683694256936721,-0.19275,0.12278200062137833,2,1.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,71346,0.9044000000000001,0.6936849214140484,0.7128047559148034,-0.0257,0.11479208762703494,2,2.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,71346,0.81735,0.5749654799398497,0.5917720691125791,0.02945,0.11058943060179278,2,3.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,71346,0.6862,0.27586605955602456,0.26365086568803164,0.003550000000000001,0.05506981889423769,2,4.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,71346,0.68265,0.30109309061280476,0.28711435356861326,-0.03195,0.08436310847121713,2,5.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,71346,0.6716,0.2991544834889571,0.29495192585361546,-0.03615,0.07402401482284889,2,6.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,71346,0.8345,0.44798342320312823,0.44726656837310014,0.0013,0.10249933273939987,2,7.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,71346,0.9684,0.6640701117983835,0.689482855096543,-0.0138,0.13103434298234237,2,8.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,71346,0.89795,0.570946970562481,0.5839959222306554,-0.042300000000000004,0.11723898620254126,2,9.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,71346,0.7504000000000001,0.38469860431067787,0.38086599953804723,-0.1892,0.07247627201872463,1,10.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,71346,0.7145,0.3289871701802905,0.32224305870524744,-0.09265,0.07114711150075212,2,11.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,71346,0.8425500000000001,0.5041707627708294,0.5097195038486517,-0.07310000000000001,0.09062072740601529,2,12.0,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,71346,0.9249,0.7094540689539195,0.7363549408157678,-0.048350000000000004,0.1118738670079919,2,1.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,71346,0.90035,0.7234195664397886,0.7558273742019554,-0.016900000000000002,0.12532022275747884,2,2.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,71346,0.8287,0.6199504205632548,0.6425198604142209,-0.12705,0.10880243938313798,2,3.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,71346,0.6716500000000001,0.2951332820813644,0.287083684008161,-0.09395,0.0529012721237475,2,4.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,71346,0.7229000000000001,0.30529973828871637,0.2871350851805458,-0.06584999999999999,0.0936394737985497,2,5.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,71346,0.7521500000000001,0.3608156962273667,0.361306752777828,-0.04815,0.08369633179560562,2,6.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,71346,0.81205,0.4149441366792914,0.40821009703174804,-0.0352,0.09291295035695914,2,7.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,71346,0.9785,0.6348031650055058,0.6542149565894508,-0.019250000000000003,0.1302431076177487,2,8.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,71346,0.8729,0.5510106905996253,0.5605145544686571,0.08925000000000001,0.09676778454443741,2,9.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,71346,0.6433,0.30237102749343264,0.2988339808776606,-0.07355,0.05767784581650384,2,10.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,71346,0.7574000000000001,0.3572118127947269,0.3495522144357138,-0.16040000000000001,0.08810612282625552,1,11.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,71346,0.82025,0.47998439186000297,0.47853081276235726,-0.1157,0.10974888217556555,2,12.0,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,71346,0.8831,0.6855614171592815,0.7128698266495207,-0.0641,0.11480486171171574,2,1.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,71346,0.8680000000000001,0.6823640244455567,0.7129160701818357,-0.057999999999999996,0.11600405888884732,2,2.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,71346,0.73305,0.4794469166880441,0.48628593932359565,0.1018,0.09514527943576874,2,3.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,71346,0.6020000000000001,0.25012577695807425,0.24019470281336724,0.0309,0.04781314404326645,2,4.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,71346,0.7587,0.3569000792376092,0.34564290348332716,0.05085,0.09975861070264681,2,5.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,71346,0.8084500000000001,0.380553596718192,0.38087481651435606,0.0404,0.0772541555662253,2,6.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,71346,0.7956000000000001,0.4509469940111251,0.45111762376713654,0.03990000000000002,0.077789011462035,2,7.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,71346,0.8440000000000001,0.5444335956381341,0.5527525869640958,0.0387,0.10633439861259578,2,8.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,71346,0.8934500000000001,0.6003756048914617,0.6113117536395378,-0.09005,0.1084085982331163,2,9.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,71346,0.7914,0.41081433741903567,0.4043238488745799,-0.07690000000000001,0.08754706512564225,1,10.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,71345,0.68,0.34531353215487576,0.3378069922403589,-0.1946,0.0675896361751276,2,11.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,71346,0.8410500000000001,0.5137796396994037,0.5215299672908227,-0.1343,0.10946282342759442,2,12.0,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,71346,0.88505,0.6848054595080757,0.7069936782201544,-0.14265,0.10160991994353374,2,1.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,71346,0.8913500000000001,0.6825582628231466,0.7050412616945486,0.02485,0.11960516704339035,2,2.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,71346,0.79625,0.4739483562745275,0.4824740635303246,0.02425,0.09270627814720594,2,3.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,71346,0.5752,0.2666214969550503,0.2558394498297357,-0.0203,0.055976764931973344,2,4.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,71346,0.6879500000000001,0.3566942753702303,0.3496369142594061,0.02755,0.09113572173153682,2,5.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,71346,0.76265,0.39298752034176626,0.3926200764319785,-0.05035,0.0959707735443129,2,6.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,71346,0.83165,0.43704697700094974,0.4394215351417558,-0.012450000000000003,0.08299809736655547,2,7.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,71346,0.8951500000000001,0.6213594248966177,0.6367620790289795,-0.11375,0.10907564531488054,2,8.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,71346,0.88185,0.5839265890514689,0.5957110635416399,-0.07805000000000001,0.10819325658129421,2,9.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,71343,0.7378,0.352935548443567,0.3456744843870947,-0.1991,0.07546115541293864,1,10.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
262,71346,0.7582500000000001,0.32315395254227713,0.3144637020447626,-0.18630000000000002,0.06298577682815396,2,11.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
263,71346,0.8561500000000001,0.5843879843249585,0.605436089166772,-0.1474,0.12492138060863543,2,12.0,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,71346,0.91125,0.6821503684191597,0.7148284594098337,-0.1048,0.1166377355878122,2,1.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,71346,0.8889,0.7030844630795186,0.7284849565268352,-0.011050000000000004,0.11438728997405741,2,2.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
266,71346,0.7824,0.4922182710728833,0.4979968383155559,-0.014950000000000005,0.0992414933126837,2,3.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
267,71346,0.7222500000000001,0.30548099167016934,0.2910366065523171,-0.01975,0.07331117674608406,2,4.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
268,71346,0.75725,0.3764275052432916,0.3652331958608569,-0.048600000000000004,0.10588273174494572,2,5.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
269,71346,0.75915,0.3592617277772931,0.35742894997514035,-0.027500000000000004,0.10187417048578953,2,6.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
270,71346,0.87165,0.5307193199665009,0.5331671939897227,-0.0353,0.0955635317883395,2,7.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,71346,0.8518,0.6207355476624419,0.6386390290704379,0.014499999999999999,0.10352099092696247,2,8.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,71346,0.83925,0.5207864888267254,0.5175952013610662,-0.08675,0.09247596761670503,2,9.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,71343,0.786,0.3459663271163764,0.3379256711482822,-0.1947,0.07873680450989232,1,10.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,71346,0.7285,0.3198935433572725,0.31448466398698166,-0.15625,0.06536950462254829,2,11.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
275,71346,0.87565,0.5781204078956218,0.5878588702473816,-0.08435000000000001,0.11880417335395027,2,12.0,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
276,71346,0.9194500000000001,0.4905310000789851,0.4883481361643229,-0.0863,0.12900406517859903,2,1.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,71346,0.8948,0.6935192460398637,0.7207484396867019,0.012700000000000001,0.11738440352845661,2,2.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,71346,0.7914000000000001,0.5362774106225716,0.5528184832000239,-0.0558,0.10637709673787436,2,3.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,71346,0.7175,0.29520499990092575,0.27919535306739734,-0.020900000000000002,0.06880466527370614,2,4.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,71346,0.7480500000000001,0.35787725014910543,0.3456686399142546,0.042649999999999993,0.09873279296213718,2,5.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,71346,0.72845,0.3766119873703181,0.3769776511372362,0.023200000000000002,0.0933964694589765,2,6.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,71346,0.8368,0.39915487731036525,0.3964548079875961,0.035250000000000004,0.10969666383046461,2,7.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,71346,0.9418,0.6733566016772438,0.6894276633005166,0.08155000000000001,0.11139225552818334,2,8.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,71346,0.8540000000000001,0.6090380346857109,0.6152044950892568,-0.0015000000000000013,0.09035223199269128,2,9.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,71346,0.75365,0.31709941645430834,0.3105054249146816,-0.13995000000000002,0.06171250828555977,2,10.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,71346,0.7014,0.35291098763740186,0.34574806656041773,-0.17370000000000002,0.08437108265951841,1,11.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,71346,0.89425,0.4978250743885224,0.5019149455970806,-0.0947,0.10774162875038017,2,12.0,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
